442.667  443.917  1.00201  1.002  0.490889  0.490889
445.333  446.583  1.00013  1.00245  0.490005  0.4911
448  449.25  0.998624  1.00207  0.489231  0.49092
450.667  451.917  0.999174  1.00198  0.489501  0.490874
453.333  454.583  1.00052  1.00266  0.490159  0.491209
456  457.25  0.996826  1.00217  0.48837  0.490968
458.667  459.917  0.997951  1.00154  0.488908  0.490654
461.333  462.583  1.00018  1.00356  0.490045  0.491655
464  465.25  1.00115  1.00145  0.490483  0.49062
466.667  467.917  0.997074  0.999949  0.488468  0.489875
469.333  470.583  0.996414  1.00099  0.48817  0.490382
472  473.25  1.00071  1.00269  0.490254  0.49122
474.667  475.917  0.998903  1.00309  0.489365  0.491414
477.333  478.583  0.998351  0.9997  0.489121  0.48976
480  481.25  1.00205  1.00069  0.490936  0.490242
482.667  483.917  0.997466  1.00175  0.488656  0.49076
485.333  486.583  1.00073  1.00175  0.490273  0.49076
488  489.25  0.995658  1.00328  0.487772  0.49151
490.667  491.917  1.0001  1.00126  0.489965  0.490518
493.333  494.583  0.999221  0.999112  0.489533  0.489465
496  497.25  1.00259  0.998708  0.491228  0.489267
498.667  499.917  0.998187  1.00218  0.489068  0.490974
